,0
399,一边倒的网络舆论…让我都不敢发言了…
400,鸭米想利用舆论不花钱解约 徐也确实素质低下 low穿地心 那个告密的员工我觉得就是单纯看不惯这老板的这种行为 最后能忍这么几个月也是能忍 换作是我会立刻公布出来
401,我不追星啊
402,中立是吃瓜的正确态度，没有问题，本来就一个巴掌拍不响的事儿，无需站队
403,艺人在娱乐公司的定位就是商品除非你能红起来摆脱公司安排，前期出道的艺人所走的路线都是经过包装，穿什么衣服做什么发型
404,支持支持
405,这个公关文稿我觉得写得怪成功的
406,齐木楠瓜：看来你也要被说服了
407,我觉得我比较有发言权，上一份工作，一个人干三人的活，老板当着我大力称赞，背着我却指责我做的文案不够实操性。当面答应加工资，表示早就考虑这个问题了，背着我告诉人事经理，我来的时间不满一年，不能加。后来我就辞职了，换新工作后，那个老板还打了好几个电话，表示希望我回去。但这种敬谢不敏。
408,你做人的底线你想过吗？情绪激动又不能解决问题还人身攻击，可以告你啊
409,现在评论理智多了，吃瓜群众也是怕了
410,不支持就要谴责！
411,只有利益
412,职场不都是这样。我们同事背后也经常吐槽老板
413,铁nt
414,杂食甜心：你不用自我介绍
415,？来洗了
416,中立＋1
417,各位看好了，给徐明朝说话的要么是800年不发一条微博的小号今天突然特别活跃要么就是干脆没一条微博的死号，或许这就是资本的力量吧
418,山地白月影：回复@徐天艺：和资本家共情你是也能享受到那种高高在上的姿态？所以才如此猴急又胡言乱语？你才需要好好扪心自问好好审视审视你自己吧！
419,徐天艺：回复@山地白月影：扪心自问两年前怎么当皇族出道的心里没数吗？你跟这种偷别人人生的人共情莫非你也是小偷？半斤对八两的俩人，愣让你说成了白莲花🤷‍♀️
420,山地白月影：回复@徐天艺：你这么激动干嘛？徐明朝小号啊你？我确实没有资本普通平头小老百姓一个，到是你们这种时时刻刻和资本家共情站在资本家角度说话的人，什么大人物啊给我见识见识呗？
421,原来玲花嫁了个这么个东西。。。你还怪别人录音，本质是你到底有没有侮辱你的员工！时至今日还在批判别人给你录音！不知悔改！以后应该不会再有艺人签约他们家了吧
422,老板火了 艺人毁了
423,洗的人也太多了吧，嘴臭就是嘴臭，侮辱就是侮辱，不是说不被爆出来就不嘴臭，就不构成侮辱
424,老板骂人确实不对，他会议开始前就不准录音应该也知道自己的话不好听会得罪人。但看老板的信，感觉他骂人是先抑后扬，先说“吃藕”再夸酷，总结风格找准方向，也是为了以后发展。嗯为了解约录音发布也确实心机。两方都不简单吧，咱们路人吃瓜就好
425,你不会被骂 会被表扬 网友跟风太严重了 终于看到个三观不歪的
426,同意
427,你还真说错了，艺人在工作的环境下就是商品，至于什么是工作什么是生活，要动脑子想一下。
428,老行当出了新状况。
429,矛盾从老板侮辱职员转移到艺人损害他人利益，骂战从骂他转到骂网友。
430,+1
431,扭转舆论风向一套一套的，你们怎么不去死啊
432,重力吃瓜
433,终于找到和我想的差不多的了  一开始我就是这样想的
434,淦！这层楼的三观惊到我
435,就是出了口恶气，别的啥用没有。对后面解约打官司一点帮助也没有，该赔多少钱还是要陪，说不定还要涨，和公司这样干下家要怎么看你，以后要不要防着你，too young....
436,说实话昨天录音一出来第一感觉就是这个老板太不尊重人了，然后感觉艺人随便什么都能拿到网上，想没想过给她音频的那个人会是什么处境，不管开会的有多少人没有不透风的墙，以后肯定在公司待不下去了，所以我跟你一样中立
437,是啊是啊
438,有人说yamy 就是想解约了才曝光的
439,炼奶小馒头·_·：哎 中立🙋🏻
440,有钱一起赚啊兄弟，如果你是中立你就不会发这个评论了
441,艺人不是商品？艺人是人，更是商品，两者不冲突。
442,都不是什么好人，咱们吃瓜看戏得了
443,借此先发制人搞舆论就大可不必了吧，没多高级
444,莽原奔愿：回复@杂食甜心：录音被剪辑过，既然能提前录音，也能想好如何把录音利用最大化。我没有觉得他骂人是对，没有觉得她被骂是活该，错归错，理归理，背后被人骂，反过来她也学了放录音，两人做法难道谁比谁高级吗？现实一点，这种放录音到网上的做法且不说对公司本身有一种不负责，难道以后她还会被其他公司所接受吗？
445,杂食甜心：舆论见不得人？
446,气笑了 说这话的貌似还是性别女 阻碍国内feminist movement的人一半都是这种吧 不会好了
447,其实说白了，就是想解约，制造舆论。逼迫
448,这女的太没品了，公司内部事情敢这样搞，看以后哪个公司还敢收她，自己搞吧
449,我说实在的，以职场角度去说 这老板没啥错，因为艺人确实长相重要，这就像我领导当众说我业绩差 销量做的不好 为什么不好 等一样的 ，因为我做销售，所以如果我是明星老板这么说也没什么不对 会议就是要把一个比较“差的”拎出来说 就像读书老师也会说成绩差的等一些问题 说的都很直接都不好听 
450,她不想付违约金
451,就怕有下家。然后打官司一直拖给下家拖跑了。这就惨了
452,看网友各位路人一直说她和资本的对抗看一眼我都无聊，完全没搞清楚立场，错是错，理是理，拿道德情感伤害模糊动机后果大可不必，艺人终归是艺人，互相的底线，光扒一个人算怎么回事
453,一个靠吃软饭(自己背后的女人有钱），就混成了娱乐圈的老板了。真的以为自己是什么“大咖”啊？终究还会显原形的，吃相也很难看的。
454,两个人都不站，各有各的心思
455,荣耀定律？
456,女艺人是女性，但不是所有女性都是女艺人
457,从社会和情感角度来看艺人确实是人，但是从商业和资本角度来看艺人确实是商品，老板就算本意只是讨论y的商业价值，但是他说话确实难听，算得上侮辱。y把录音发出来想通过舆论施压来达到解约的目的也同样欠考虑，无论录音的人有没有同意她发出来，现实来说那人是一定没法在这个行业继续混了
458,娱乐圈就是那么回事。都是在演戏何必认真。
459,我是比较赞同你的看法呢！公司内部开会的语音怎么会被公开呢～真的心疼Yamy可以私下里安慰，这样的员工以后哪个公司敢要啊～
460,老板污辱公司职员为什么还有给点赞的呢？等有一天你们要是遇到这种情况会怎样？会说老板很对吗？
461,解约 掏钱走人 估计公司不会松口了 这个合约不太容易解掉 除非赔钱
462,这事在职场太常见了吧，就是一个人品不咋的的同事背后当着其他同事说你坏话，挑唆大家孤立你，这也算一种职场暴力吧，只不过不是明星被欺压才引起重视，哪个办公室没有这样爱背后嚼舌根的人呢
463,？别混淆视线模糊重点吧
464,月色很美风也温柔呀：回复@帅帅0266：从一开始不就是在说他公然人身攻击辱骂yamy？
465,帅帅0266：那重点是什么
466,意思就是，我背后骂你娘可以，但是你不能当所有人面骂我娘。你如果要骂，你偷摸找我，跟我对骂。但是对骂的时候，我还能抽你嘴巴子，你还不能还手。因为你欠我钱。哈哈哈
467,多少钱一条
468,又当又立
469,我想知道你们背后骂老板的时候呢？双标
470,你倒是事不关己高高挂起
471,奇迹晴妈：我只是做好了吃瓜路人的本职工作
472,有点没看懂
473,故意有人提这个问题让他回答，然后录完音留到现在…有一说一，这解约方法个人觉得不太光彩，但徐老板说话确实难听
474,为什么不能发跟几月份有几关吗？
475,这种事肯定理智吃瓜，这徐明朝说出这种话来人肯定是有问题，不是什么好鸟，但是yamy这波问题也很大啊。先不谈这个录音的人什么动机（个人认为录音的人是这个事件里最坏的B），但yamy这时候过了好几个月才把这个说出来就是想借助舆论压力赶快解约，估计也是有人指点，两边都不怎么样，还是理智吃瓜的好
476,都别想操纵舆论，观看就好。放出来大白天下很好
477,那你不想想这件事之后还有哪个老板敢要你吗
478,这种垃圾公司 垃圾领导 垃圾老板真的可以丢进乐色桶还吐点口水上去的那种 真的无下限不要脸 要是搁谁都受不了 真的心疼Yami 她在火箭是很暖心的队长
479,?优势 这么多人骂你，你感受到优势了吗?女性天然优势?
480,理性吃瓜，事情没有清楚之前不予评论。
481,是的，不站队，真相说不定会反转
482,你永远不知道真相是什么，所以不站队
483,本来就是pua 什么扯上 就是！还是恶劣的那种
484,暴躁的小胡同学：噗～和你这种没脑子的人说话太费劲了，学了个pua新词就开始套用，你知道什么是职场pua吗就开始站队？无知者无畏真挺可悲
485,我觉得想解约拿这个做筹码也没啥不可以~老板都这样了，想走也正常~
486,虽然但是，我看好多时候网友攻击女星长相的时候说的话也emmm吧，网暴别人的时候怎么不想想自己现在圣母的样子呢（声明：娱乐圈水太深我中立，我从来没在网上说过任何过分的话，别骂我，我骂不过玻璃心伤不起）
487,+1不偏不倚，毕竟我们都不知道实情，也同样不了解他们其中任何一个人，所以中立是最好的
488,就这事儿没有炒作的成分 我是不信的 大家都是为了各自利益 别给自己扣上道德高帽 谁也不比谁高贵 利益面前你我都是裸奔的无耻之徒
489,感觉有被冒犯到
490,为什么不可以爆出来
491,评论真是好有意思
492,本来是偏向一点yamy的，但现在看来事情并不简单 ，不多做评论，
493,就感觉。。很不简单，一直也没站队。
494,其实录音我听过了，我作为一个女生，是觉得这位老板评价的很客观（而且也不排除女方胡乱剪辑的可能）……因为老板是通过一个艺人的外貌来评价她的商业价值，而不是对她进行人身攻击。如果我觉得没啥不会被骂吧……
495,水很深 都走极端的话 没一个人是无辜的
496,不明真相所以中立是对的，以前我们公司有个员工，老板对她很看重，可是她私下签单，还伙同其他部门同事赚外快，后面被发现了，让她体面离职，而她却在外说公司各种不好，还挖客户。在外人看来，就是觉得她说的对，公司无情，但在公司的老员工才知道实情，不过领导不追究，小喽啰的我们也只是八卦。
497,有没有想过曝光之后，后续问题，还有哪个公司敢签约
498,中立加一，两边都有问题，一边倒是什么毛病
499,不清楚 不站队 安安静静吃个瓜就好了
500,我去  刚刚看了一部娱乐圈的剧，但是剧中的我还是能接受的，虽然经纪人会很累，但是投入多少总是会有回报的，你当人家是招牌，但你给人家的投入又是多少呢，人家给了你好的回报，就这样在背后议论别人真的不太好
501,中立吧
502,建议劳动仲裁
503,多少钱一条呀
504,说实话，这件事网友解决不了，别添火了
505,是不好看呀，
506,+1
507,同意，现在网友太容易被煽动
508,但是y也有别说人的不好呢，怎么老板不发出来
509,同意你
510,这层诅咒全部反弹真有意思中立都能被骂
511,➕1
512,我也加1，不觉得艺人有多委屈，但这种办法真的很low
513,我觉得网友不要一上来就骂，不要随便站队，网络暴力很恐怖的
514,顶你，对就是对，错就是错，
515,没有契约精神是应该开始被惩罚了！！一个巴掌拍不响！
516,一码是一码，居心叵测，不够善良就很不好。中立排队
517,我站在谁的角度，只是实话实说而已吧，觉得视频里的话并不有太大侮辱得成分，但确实本人听了会很难受，但是选择把录音爆出来难道真的不是为了解约别有用心吗，娱乐圈得水不是普通的我们能去勘探得
518,+1
519,我也是中立
520,观望也有错吗不站队就要死？现在新闻太多反转了。
521,这种因为劣势而带来的“优势”，希望您能多多享受
522,这种事多点爆出来才好！自己权益被侵犯藏着掖着有什么用！就是很多人不敢，才导致现在越来越多受害者被压着！yamy只是开了个头而已！希望以后受害者能大胆说出来！只要你没错，中国这么多人在你背后支持你，怕什么？
523,张雨绮也没被侮辱啊  她被骂的那么难听  如果有人这么骂你你也很难做到你说的这样吧…
524,pppCWL_：回复@捕风的Honey：你这么敢你别在营销号下面吃瓜啊 你去他们俩微博下面发表你的看法啊？？不是挺有自信的吗 一口一个契约精神 ？？这么牛逼还怕互联网风暴？
525,pppCWL_：回复@捕风的Honey：你自己不也没消停 ？你道德制高点挺高啊 自己也爬不上去吧？啊？？我寻思要不要请测量团队啊？无脑的家伙  我就觉得你说的不对咋滴了？？说话那么难听没少遭到社会的毒打吧？？
526,捕风的Honey：回复@pppCWL_：不认同你就消停会，我说我的观点，你出来瞎蹦跶什么，我觉得你还是当她的粉吧，你俩三观如此一致，要是你想解约，你老板不让，你也用这么龌龊的方法！你俩真挺像的！别回我啊，嫌你们这种人脏！
527,神他妈天然优势
528,不留证据你能承认？你理所当然，录音没错
529,不会 我也站中立
530,不会，我也中立
531,但他说的确实是实话
532,我也中立
533,老板的天然优势更大
534,女性的天然优势
535,有些人就是这样，一有风吹草动，就义愤填膺，你们到底知道什么？
536,感觉yamy也不是好人，这样也不好，理性吃瓜
537,你怎么不说老板用自己地位优势威胁她呢
538,先有人的底线再有职场的底线 人都没底线了，职场底线就是压迫他人的借口罢了
539,争青和木木：我寻思着这件事儿哪里触及到做人的底线了？是违法、违规还是反D反国了？
540,这个事都能上热搜，这些是工作的事拿出来说，这是你自己的事自己解决
541,+1不随便评论
542,评论看的触目惊心。感觉艺人也蛮可怜，对于我，领导对我不好我直接离职走人无所谓，而他们有合约还得赔付违约金🤷‍♀️要有契约精神，所以被经纪公司使劲欺负只能忍受不能反抗？反抗解约逃离魔窟就得赔付巨大违约金？这还是pua，这要是性骚扰呢？录音录像留证据是不是也会被路人骂没有契约精神？
543,呵呵
544,我也中立
545,我支持yamy，但是那个录音的同事实在有点。。。不知道怎么说
546,解约还是要走程序，发个录音是解不了约的。看看合同的解约条款。
547,我只知道在很现实的职场里，这种告密者或者录音者最后的下场都不太好
548,那时候火箭少女还在，爆出来对队友会有影响
549,生活中这种老板很常见啊，有的比这骂得更狠
550,娱乐圈就像浑浊的水。 真真假假，假假真真。
551,就跟某些主播流量大了后跳槽一个道理。女的职业道德有问题，男的素质有问题，双方确实都有问题
552,被控评了？？？
553,说实话，我顶你。我觉得未知全貌，不予置评。是对的
554,理性吃瓜
555,录音爆出来确实不太好吧
556,昨天看完热搜我心里就想说这话了，但是怕被骂，所以就🤐
557,没听过视频不知道啥内容，但是…现代职场员工说老板坏话，老板看不起员工嘲讽两句真的是很普遍的现象，当然我不知道老板说了啥过分的话，但是普通人如果把录音放出来应该没人关注吧
558,不知道谁对谁错，但是这个嚣张的态度，非常不利于获得群众舆论的支持
559,这种事情对双方都没什么好处，不知道目的是什么，不能轻易下结论
560,女性什么天然优势？跪久了？
561,我也
562,让我想起了大学里一个霸凌了别人还装无辜的同学
563,不管怎么样，攻击人外貌就是个很没品的事儿。这种人以后一定要见识见识，不然社会阅历都不丰富了
564,站中立是不想被任何网络牵着鼻子走，也没有支持公司的意思吧，你说这个话挺没意思的。
565,我叫真有病i：回复@吉生：其实你的语气也很阴阳怪气啦，但是真的很悲哀的是职场生涯就是如此，哪怕老板再阴阳怪气大多数人还是选择默不作声，毕竟刀没扎在自己身上。
566,吉生：回复 @我叫真有病i:我不针对层主的中立，我阴阳怪气的是那些阴谋论网友🙏
567,职场来讲老板在会议上确实有可能说过分的话，且录音也确实不对，在做人方面来讲，交给法官都比直接公布要道德，还有就是，在学校里，老师都可能被领导骂我就吃个瓜不站队，后续有证据就两个一起骂，至于现在先骂徐垃圾，反正攻击长相的话是说了
568,要有契约精神  打官司就是
569,中立不评价，因为不是当事人，你永远不清楚事实的真相，只需要在线吃瓜
570,有一说一 这层表面上说中立的 最后不都得来一句：yamy爆出来是借力” 录音不对” 这TM是中立？拉我进群？
571,而且3个月以前的录音拿出来现在发，不就很巧吗
572,杂食甜心：不巧啊，录音是三月份的，她本人拿到手就不知道是什么时候的了，而且三月份她的组合还没解散，可能还没规划好下一步吧，就算他是为了解约才公开，那我也觉得很合理
573,谁没被老板背后骂过？谁又没背后骂过老板。该解约解约，该赔偿赔偿。
574,吃瓜状态，看看就好
575,我背后骂我们老板被同事录下来发给老板那我是不是pua我老板了哈哈哈哈
576,亦是天晴：我老板为了赶货，经常叫我们加班。不愿意就走人，自然有人替代。我们也背后经常骂老板抠门光明顶。我怎么感觉这样会议商讨很正常。
577,开会的某种程度上录音算犯法的吧
578,杂食甜心：看法律判决，很多人离职闹上法庭都是靠录音证据才得以伸张正义的，一般泄露公司机密才会算违法
579,如果不是公司重大机密，就不会出道法律，再说x那样侮辱女性触犯道德了
580,热评看着难受
581,都0202年了 搞得还封建
582,那你她妈给谁道歉？大众？
583,什么风气不风气，以后有没有人敢签这家公司都是问题
584,冲你的头像 就不会骂你
585,艺人本身不是商品，但艺人这个身份就是商品
586,哎，yamy多大，徐多大?姜还是老的辣，才过一天就发了两份文档来洗，再过几天估计舆论就偏向徐了，yamy以后的路难走了
587,我们公司所有会议都要录音，还会有人做记录，以前我觉得这是形式主义，现在想想，这才是正常的公司吧。反而那些觉得公司开会就可以随意欺凌他人，且对方反抗就是不懂规矩的网友，你们怕是跪久了站不起来吧
588,中立也不行呗 层主也没要当艺人吧 就啥都能杠
589,说祝福层主的。我是不是也能说祝福遇到这种录你开会说话还曝光你的人？
590,我和你一样，事情一出我就觉得这女的真有心机，知道利用舆论压力，她以后除非自己成立工作室，要不谁签了她可要小心了
591,你这话表述就有问题，女性的天然优势是什么啊您告诉我
592,就跟门一样，有个什么事就叫什么门
593,不会吧，我也是
594,终于见到一个正常人的评论
595,还好能看到这么多冷静，头脑清晰的人
596,+1  这件事爆出来之前我知道有101但不知道yamy，完全是路人那种。我觉得吧解约的时候搞这个动作出来，除了本身的愤怒，也可能想利用舆论给公司施压让自己解约更顺利，还能收获一波好感。再者说句不好听的，职场上给老板打工的，有几个没被骂过？当事人如果够沉稳，就不会是这种处理方式
597,老板要是性骚扰你，你该咋证明不录音的话空口无凭谁信你
598,烨烨枫火照小池：回复@乖巧等待刀客特的小女孩：我回复的是1234那个昵称的，它是典型被职场pua的
599,乖巧等待刀客特的小女孩：我和你想的一样！这是保护自己的方式呀，必须留证据呀，要不然怎么证明自己被pua了，口说无凭呀
600,坚决站队，不然弱势群体怎么活
601,中立，等
602,大家表明自己的看法不是想当法官。对这个事件最为朴素的一种感觉，对不对另说，因为全部事实是怎么样只有相关人才知道，但是关于对艺人的不当言论，这个是事实。最起码的尊重底线，为什么大家不能谈。保持中立当然可以，完全没问题，这是自己个人的选择。但是一想到全部人都中立，突然脑袋疼。
603,既然你已经承认了是你说的话而且还道歉了尽管不是向yami，说明你也知道自己说的不是人话，你已经构成了侮辱，你就等着好结果吧
604,哈哈哈哈哈哈哈 为什么觉得这个老板很耿直哈哈哈哈哈哈哈哈哈哈语气又有点好笑 中年男人的倔强
605,在职场真的。。。录音很可怕
606,繁星归途016：回复@暴躁的小胡同学：而且更可怕的是，这个老板说的话其实不会存在法律问题。。。可以说主观想法，但职场录音是犯法的貌似，为什么偏偏在今天发出来
607,暴躁的小胡同学：是的 而且是积攒了3个月前的录音 老板可以起诉告密者
608,我只想问yamy这么做还会有公司会签她吗…3月份的事现在才爆出来？老板的言论不当 这么久才被爆应该就是为解约做准备吧 火少才刚解约
609,他这是又对网友pua了。。你们没感觉？？？pua给你的感觉就是这样的，你觉得他坏，唉他一说话你又觉得他可以了，远离pua珍惜生命
610,我现在觉得把工作归工作 不能议论每个人的观念
611,都不是善茬🍉🍉🍉
612,“会议本身与yamy无关”？？？你搞笑呢，一个老男人了，还不知道素质怎么写，真的是吐了
613,我也觉得中立
614,你这艾特我干嘛啦
615,感觉都是有心机的人。但是徐明超仗着自己是老板不尊重人的那番话真的恨了
616,同样中立，因为关于录音有侃爷和霉霉的前车之鉴。不站队
617,录音有错，在明确规定不能录音的情况下录音，属于非法录音
618,啊哈哈说的跟真的一样，你们女孩子一个宿舍一个办公室里有几个群心里没数，背后咋说别人的自己心里不清楚
619,说那屁话
620,我觉得艺人是商品，要不然怎么会有艺人的商业价值一说呢……
621,看到评论区的歧视女性我就知道事情不简单。
622,说句反调。这个徐老板，就是个典型的自我感觉良好，故意想”表现强硬”，喜欢给压力的那种老板。生活中这样的老板太多了，哪怕普通职员关起门来瞎说话的场景也每天都发生。的确让人厌恶，但也没有到互联网一边倒的声讨的地步吧？饭圈文化要是用到职场中，都这样弱不禁风，不如去喝西北风。
623,吃瓜群众
624,+1理性吃瓜，本来以为是最近几天的录音，原来是几个月前了，感觉不太好
625,我的天啊 才过了一天 舆论就朝徐那边倒了 资本力量真可怕啊
626,Emmm个人觉得公司内部的事情确实不应该拿到台面来说 开了先例有公司还敢要你吗
627,大家去吃浙大的瓜吧，娱乐圈的瓜随时可以吃，名校的得看时机了
628,一个公司的老板发生了这么尴尬的事件，而他公司的公关水平真的很一般
629,说得太对了，谁都录，用不用，怎么用，另说。
630,我觉得……都是成年人了……两边都居心不良……
631,职场玻璃心
632,加一
633,泰迷惑了，泰迷惑了
634,我也觉得 直接就被上升到不尊重女性 然后带动舆论 营销号一边倒这个已经很明显了有人在控制舆论 职场上老板就是老板 老板总不得像供祖宗一样供着员工吧 公司内部的事情又不是在媒体公众面前diss 况且Yamy的长相的确不符合大多数中国人对美的定义  火了之后反咬公司这事真见得多了
635,这事我站老板，说的都是事实
636,她有丶蠢
637,若在政府部门工作，你录音之后私自外放、那会承担什么责任？ 有什么事情不能私下解决
638,@小姚姚yiu
639,牛批，我寻思人家也没说错吧，诅咒嘴臭就开始了wb听风就是雨的🐶 nt确实多，见识到了
640,这个东西应该先走法律程序就吧，爆出来不就是想利用舆论？
641,杂食甜心：利用舆论是十恶不赦的做法吗？我遇到委屈的时候还想着告诉别人帮我一起骂人呢，省的这个姐解约了还要被骂白眼狼，她就算引导舆论没害人没违反法律为什么不支持啊，哪个社会实践不是引导舆论，没有舆论怎么有关注，怎么有反省
642,哪个员工没被老板骂过，我认为工资甚至包含了承受被骂的一部分，当然不能涉及人身攻击和骂家里人，其他的不是你的错也得受了，这是社畜的自觉吧
643,吃瓜就完了别瞎参与你们又不是当事人
644,吃瓜看戏
645,我们也不能忍，就喜欢看你倒霉，你继续牛啊
646,吃瓜看戏，都不是弱者，就看戏就好了
647,这里面，其它的我觉得都能保持中立，但是“变好看了就不是你了”，这句话真的有点问题吧？不否认作为艺人可能需要一些特质来加持自己的辨识度，但是“变好看了就不是你了”真的感觉读起来怪怪的
648,这就是自我保护 支持
649,是滴
650,明白人 一群吃瓜群众 帮助了一个 犯法的 无辜受害人 运用的是情理 处理法律
651,一个明星，挨了老板骂，有什么可围观的？自己没被老板骂过吗？
652,资本角度上毫无问题
653,@吃饱饭才有力气起名字 我也中立
654,吃饱饭才有力气起名字：我也是
655,天天被这帮戏精们搞的乌烟瘴气
656,你说出来我想说的，真特么勇敢！
657,垃圾玲花嫁给你就要被黑粉攻击了，傻子。
658,路人，一开始就有怀疑态度......毕竟咋们不是混娱乐圈的人，水深的很呦！
659,中立+1
660,这话说得，你是在现实职场中过得多不开心啊，我是去工作的不是去当间谍的，能干就干不能干就走呗，说实话职场中带录音的真的几乎没有，她这种明显就是利益纠纷吗，不要说得那么高大上
661,杂食甜心：回复@月海星辰-古：都是一个工作的成年人了，说这种话过过脑子吧亲
662,杂食甜心：回复@月海星辰-古：这是公然辱骂，只有当事人不在，这已经不是议论范畴的了，这就是实打实的语音侮辱人格侮辱语言暴力，你真的听了录音吗
663,月海星辰-古：回复@杂食甜心：按照你的说法每个人都犯法，谁没八卦过？
664,艺人本来就是经纪公司的商品，
665,虽然她长得不符合我觉得好看的审美，但是在开会这样说一个女艺人，本身这个中年男人有错在先。
666,哈哈哈终于有人站出来了，别的不了解不评论，但是职场规则不能破坏
667,+1
668,但是真的，确实chou啊！
669,不开心就离开，违约金按规则执行，挺简单的事情，搞复杂是为什么呢……钱呗
670,这种事情最怕反转反转再反转
671,女性的力量
672,一看主页粉丝啊，哦那没事了
673,害说了人家还理直气壮的不道歉嗯中年更年期男老板
674,我发现我特别理解徐老板，会不会被人骂。
675,➕1
676,心机girl和暴躁boss，两人挺配的。
677,我不赞成那位女明星的做法  发到网上   不要喷我
678,老圣母了……这是天然优势？？
679,我也是中立，谨慎吃瓜
680,谁对谁错，只有双方知道，各位就不要胡乱猜忌。
681,感觉徐老板说话的语气是个坦荡的人，包括yamy音频里发的话，也是想着解决问题吧，就是就事论事觉得yamy不好看，想开会解决感觉也是为了yamy好吧...
682,我也中立
683,这热搜直接把浙大的压下面去了
684,
685,我也是 总觉得这种一边倒的事情很容易有反转 所以不站队
686,加1
687,当然想好退路再爆录音不是很正常吗……难道还同归于尽鱼死网破？
688,我支持老板 这种风气不能忍
689,一个动机不纯，一个手段不纯，在这件事里，没有一个单纯是受害方。
690,我也中立。而且人家开会重点其实就是想帮助y成长的更好，甚至比y更了解到自己，公司肯定是希望她火的，展现她自己个性啥的
691,傻白甜人设最可笑了
692,只听事实不看狡辩
693,我已经好久不敢对热门事件发表看法了。我就搞不懂，为啥中立的也会被骂，被“祝福”。不知道那些人什么心态，一天激动个啥，非得别人跟他们一个立场才是好人似的。就感觉那些人很压抑，好容易被人激怒，有心理疾病似的。
694,这句话说的太对了
695,偷录和偷窃有什么区别 不站队 但是偷录那种明摆的垃圾
696,艺人就是商品喔，现在公司把员工当商品还是好的，大多数当包身工的吧！
697,不认识
698,Yamy  也不是简单的人。想解约  利用舆论  但 她毕竟 无论实力还是颜值还是舞蹈都一般……
699,明白人！
700,谎言不会伤人 真相才是快刀
701,我也中立！感觉艺人也不是啥省油的灯
702,其实Yami这样一搞，是自毁前程，合约还在徐那里，打官司是漫长的，这个过程足够拖死一个半红不白的艺人，网友都只是蹭个热度，热度过了，现实中要解决的问题还是得解决，所以啊，真的有点蠢！内心不舒服，音频可以爆，但应该是解约后，对前任秋后算账，顺便提升自己热度，博博版面利于接Job……
703,鶴児郎君：回复@木子诗羽：楼主说的没错，一时之快还是从长计议都是个人选择当然也应该相应的承担后果
704,木子诗羽：但就作为一个女性来说，长期遭受这种侮辱来说，谁都受不了吧
705,我也
706,我站你，也有点想站老板（我跑了）
707,所以是弱势者有罪论么？
708,本来大家都不知道这个老板背后说了她坏话，现在大家都知道了。我一朋友她说过一句话，别人在背后说你坏话你不及时反对，还过来告诉我你别人说你坏话了，那你还是别告诉我好了，知道了对两边都闹心。
709,中立 要想红有些东西就得受着吧 更何况是炒作 达到目的了
710,职场大多数是潜规则，都是大家默认和默默忍受的，从来都不对等，很多都不能拿台面来评判。敢拿出来说的都是勇士然后成了烈士。舆论一边倒不过是借机发泄职场情绪的网民，而枪打出头鸟这句话永远不过时
711,但是她这种人以后谁敢签？谁知道开会说了什么被她录音！都不是省油的灯
712,杂食甜心：正常公司都是看能力的，开会录音也是正常的，就你不是省油的灯，你去职场啥都不准备就等着被人吃
713,我也是！
714,我第一次看到的时候就表示中立了。
715,这事的关健不在于曝不曝光而是你说的那些话是人该说的吗，定位艺人的人设也不能侮辱人家啊，你家里没有女人吗
716,你的言语，很清晰地表明，你病了，内在病了，外面怎么也掩盖不住，最典型症状就是缺失了你自己提到的那个词眼：自我认知
717,天天向上的食色生活：回复@问风23：对的，难道他以为他在做慈善吗？还不是都是为了利益
718,黄跃娜5914N_gf：其实这个老板话里有那么一种“家长喊着：我就不该把你生出来”的味道，公司和艺人是利益共同体，娱乐圈的事情还是永远保持一种看客心态吧，生活里有童话，但更多的是现实，成年人的世界哪有那么简单。
719,问风23：其实这个老板话里有那么一种“家长喊着：我就不该把你生出来”的味道，公司和艺人是利益共同体，娱乐圈的事情还是永远保持一种看客心态吧，生活里有童话，但更多的是现实，成年人的世界哪有那么简单。
720,准备要入职场了吧，希望你不要被你的身材长相所左右
721,yamy？？？怎么念？？？鼻子里插根葱，装的是哪国的大象？？！
722,不无道理
723,这个老板说话难听 但的确对艺人定位还是准确的 艺人和老板脾性不对付 想解约都可以理解 但方式不对 你可以拿着录音去仲裁走正常法律流程 但绝不该用舆论解决问题  其实是模糊了自己的职业底线
724,同样，中立，吃瓜就好
725,我觉得第一她没有泄公司机密，第二一个男上司长期职场pua你你会怎么做？你会解约付违约金吗？还是把有利自己的证据收集好，准备离开？大概你会很大度吧我就做不到，我比较自私，我是那种别人打残我我也要撕掉他一层皮的人
726,早起加蜂蜜水：回复@暴躁的小胡同学：最后给又文盲又可笑的你普及一下法盲的意思：“法盲对自己承担的法律角色缺乏了解和责任感，法律意识极其薄弱，不能以法律自觉约束自己行为的人。有些法盲还自以为是，干涉相关的法律工作和正常的法律活动，干扰法律工作人员和教育人员的正常生活工作等。”这段话要是读不懂我也没办法救你了
727,暴躁的小胡同学：呵呵你好搞笑哦没人让她接受pua，解约就按规矩走，该赔钱就赔钱，3个月前的会议录音直接放到网上，除了拉点同情分对解约毫无益处，该赔还是得赔，而且私自把工作内容录音曝光是违法的，估计你是法盲吧。还有别把自己标榜成什么都要手撕的女侠，那样只会显得你又蠢又可笑
728,双方肯定都有问题，从舆论一边倒可以看出她确实占了这个优势，我也这么想的，但我觉得我会被骂，
729,老板要是送我10万，骂我两句也好像还是可以的。
