,0
64,在这一些人说人侮辱女性，侮辱的点就是在她不在的时候说她丑，扪心自问自己平时有没有过类似行为，或者说网络上除了自己爱豆外有没有评价过他人样貌，这就要上升侮辱女性，人家是直接说女人怎么怎么样了吗上升侮辱女性，而且公司包装她根据他自身优缺点包装，不能剑指缺点补缺吗
65,追星少女们你遇到一个你不喜欢的男生你不会pua他？或者总裁文看到了总觉得老板应该极其的宠员工？你们想的太单纯了，老板错在哪心知肚明，yamy自己没有一点原因？要是能赚的到钱老板会pua她？
66,Eminem-ROR：双方都有责任，不要随意站队，也不要现身说法看起来自己说的所有道理，当道德解决不了一件事的时候，法律会去解决不需要我们去评判，理性旁观即可，事情终究有水落石出的一天
67,Yamy是谁？重要吗
68,什么垃圾老板，呵呵
69,保持中立
70,艺人就是商品
71,最右一看就是老男权女了
72,情书鉴赏丨813423：害！让她说她还说不出来！烦得
73,什么是女性天然优势？
74,IO psychologist也最多就能调教到这个程度，一个二个这么听话我上哪里找饭吃
75,阿Q-Diary：回复@霧島绫子_：可把我给急坏了， 大家都觉悟这么高
76,霧島绫子_：哈哈哈哈哈哈哈哈哈哈哈 真的 不得了了 大家都是internalizing IO psychology大师啊
77,这福气给你你要不要哇
78,小艺人赚不到钱没钱付又想赎回卖身契，鱼死网破。结果老板还违约金没要到被手下反咬录音。老板当人面骂丑肯定是不尊重人，这事说到底就是赚不到钱。 你像杨超越，人家公司赚得到钱，一团和气，其乐融融。摇钱树和经纪人妈妈。娱乐市场就是这样，赚不到钱，就是不要脸。
79,比起恶意打压，那个老板感觉更像投资花了钱赚不到钱就开始大骂了。当初火箭少女我也是真情实感追了整集，yamy家是绝对绝对也为她花了钱投到了出道位。 现在大家都糊了。老板恼羞成怒破口大骂，投了钱，没回本，艺人还想走肯定逼着人家要给违约金。
80,共情资本家是不会变成资本家的
81,虽然不喜欢这老板会议说的话，但我觉得录音那个更恐怖...没人觉得吗？ 然后就是看到有人说是三个月前的，那么..为什么现在才拿出来？动机是什么？有待考证！
82,但是如果你骂老板的录音被发出来，老板肯定会把你炒了啊，说不定还得告你，并且骂你不懂感恩不知珍惜。反过来老板骂你被发出来，你选择解约也并没有啥错啊……
83,吐了
84,哇。这个老板老绿茶了！吐了
85,哈？？？女性有什么天然优势？
86,這是天然賤格
87,评论里面都是大资本家吗共情能力那么强啊
88,艺人是靠脸吃饭的 我觉得这个可能属于工作当中的？包括人设打造等等之类的？工作中到底是怎么样的我们谁也不知道 也觉得并非一个录音就可以去评判一件事情的对错。（我说错的话都是您对，评论别杠我）
89,某些热评的意思是底下阶层受到上层压迫的时候只能通过内部解决，不能向外公布求助，四舍五入等于没卵用
90,气死我了！
91,没关系，徐总钱多，听说是富二代
92,这要是因为这件事女生选择极端化 那老板就责任大了
93,冷知识：和资本家共情，不能让自己成为资本家
94,这福气给你要不要
95,拉我进群 有钱可以一起赚的
96,你是个女的你居然也这么说
97,评论里的各位有群吗 有钱大家可以一起赚的
98,这优势给你要不要？
99,有些人真的就是跪久了还说什么正常，大家不都这样从来如此，就对吗
100,在我们眼里是明星，在大老板那不值一提，只是挣钱的工具
101,总觉得这个人好会蛊惑人心啊，什么歪理，公开自己受侮辱的录音维护自己，就说成把公司内部的事对外公开了什么的，想把舆论引到受害人身上，这样的事不公开难道靠自己和他抗衡么，发网上都敢公开威胁，私底下还不知道有什么手段呢，在自己弱小无力的时候不靠公众力量难道继续贬低辱骂，吃哑巴亏吗
102,别替金智秀丢人了
103,不做评价
104,我靠我也这么想的！！
105,加一
106,干嘛往性别上引啊 是非曲直还不够清楚吗 搅屎棍
107,这话真是蠢得不行了 为什么性别对换不会一边倒 你这不更说明女性地位要低些所以大家更生气
108,女性有什么天然优势？被人随便指点外貌穿衣人格羞辱吗？
109,？？？？？？？？神奇评论出现了
110,这样的福气给你你要不要？
111,作为女生说出这样的话也是我没想到的
112,我觉得yamy挺好看的，领导直男癌
113,狗屁，允许在窝里欺负人家，人家就不能发出来？？
114,祝福你得到这种条件
115,精 神 资 本 家
116,反正我只知道  要是有人这么骂我 我必须刚到底  换你自己试试被别人 人前一套 人后一套 心理什么滋味    我觉得录音没什么不对的  为什么不能录音  职场上 作为领导自己对自己说的话不用负责吗？  那你当什么p
117,利用了打工者的天然弱势……吧。我看了第一感觉就是，卧槽资本家真实是屎。
118,这个福气给你要不要啊
119,不是的 这件事就算他俩性别对立我依旧会非常的生气 徐明朝是背着yamy和其他人大声直白的议论他并且侮辱长相贬低对方 微博的确爱搞男女对立 可是前提是要给这个机会啊是吧 如果男女平权是不是就没有男女对立了呢 只不过这个问题太根深蒂固无法消除的矛盾 才给这个话题带来无数的流量。
120,评论太牛逼了，全员老胡化呗，中肯
121,经过同意才可以吧 问题应该不止在录音而是如果确实受委屈可以提交法律或者劳动部门作为仲裁证据而不是直接舆论泄露
122,你为什么这么沉？
123,学校也是一个小社会，公司也是一个小社会，里边怎么脏怎么臭都没关系，说出来就是不对，普通人只能受着，不知道精神资本家年薪多少
124,男德    快去他微博教他做人
125,网友才是最容易被PUA的人，md，这个团是我看了两年的团，气死了
126,说话有点急罢了，再说了艺人的长相就是工作能力的一部分，吃的这碗饭就得干这活，这个也的确不太符合主流审美 没法给公司带来收益那还养着干嘛，又不是慈善组织
127,有这种优势不就是因为平时劣势太大了吗？就算是一个男的被爆出来也会有很多女人帮忙骂的，因为这是不尊重人的问题
128,只能希望你天天利用这样的优势了👏
129,一群社畜在评论里当精神资本家
130,狗急跳墙罢了，这老板好日子也快到头了
131,你给出违约金吧这财大气粗的
132,女性天然优势。。你以为女人在金字塔顶端？被踩脚下几十年了还优势。被害人不允许提交证据？
133,这样还公司内部的事，跟那些说“家暴是家庭内部的事”的狗一个样
134,老韭菜了
135,网友好疯 好能为资本家共情
136,除了他讲话难听语气不尊重人。。。我觉得他也没错………………
137,被偷走的春天去哪了：回复@怎么改名字才不会一直下雨：啊我想表达的是把他的错除开了那当然没错了 (谢谢)
138,怎么改名字才不会一直下雨：回复@被偷走的春天去哪了：我们不是同一个意思吗？（歪个楼，你们名字非常美）
139,被偷走的春天去哪了：他的错恰恰就是不尊重人
140,？？？？？
141,一定要说成中立还行 连自己的判断能力都没有 
142,精神资本家这么多？
143,惊了！这么多精神股东啊。。。我老板最喜欢这样的人才了！快来我公司被剥削吧！无险无金无补贴
144,评论太搞笑了吧……透过现象看中国男人本质
145,精神股东
146,评论在干嘛？
147,回复 @姜茶配香橙:我昨天就说一句开会录音没有职业道德，就被粉丝各种骂
148,我已经被骂了
149,女性什么天然优势？[疑問]您们男国不都是男人最强吗？怎么现在女人又有优势了[疑問]
150,评论要明白，就算帮资本家说话，代入资本家。也不会成为资本家哦～
151,驚了，好多人說藝人是商品，我三觀崩了。藝人不就賣藝嗎？怎麽變成賣自己了？說賣人設就等於是商品的我不能理解這不是在賣演技嗎？？
152,热评前几基本都是引流的
153,评论一群懂哥懂姐 以为自己已经看透了这其中的阴谋哈哈哈哈笑死 看过一部甄嬛传就以为处处都阴谋
154,向来如此，便对吗？艺人不是商品
155,水军吧
156,你们的“理性吃瓜”就是“精神资本主义”吧，累不累
157,希望你也遇到🌹
158,评论里一群理中客在那儿装什么?我真吐了
159,录音在职场确实挺那啥的 yamy要是没下家就惨了
160,seulgiu：回复@今天我担被骂了吗：那很明显 有价值老板会供着她（对她没好感 抢了别人出道位
161,今天我担被骂了吗：我个人观点是 她要是有价值 录不录音都能找到下家 要是没价值 没录音会更惨 毕竟她的工作不是可替代性极高的普通工作 也不是极其需要保密的那种秘书司机之类的工作
162,擅长与爹共情
163,希望你遇到这样的老板呢
164,为他说话的希望你们以后都遇到这样的老板来保持你们的“中立乐观理智”呢，是福分。
165,涉及商业秘密了吗朋友？发一个攻击员工外貌的录音不犯任何法ok？
166,这优势给你你要不要啊
167,评论里的精神资本家还干吗？
168,又一个评论发疯之地
169,“女性的天然优势” ………我简直无法评价这句话的恶臭
170,会吧
171,我这几天都被气死了 一搜这件事都是精神资本家
172,白糖煎鸡蛋：看出来了 大家都富了
173,喜欢完美受害者自己当不好吗，不管是不是为了解约带舆论，录音里的p话不是我们大资本家自己讲的吗，这么能和资本家共情真的笑拉了
174,这算哪门子优势？
175,只能说yamy处理的方式不当 但是为老板共情站队就真的 哈哈 扭曲的三观
176,热评多少钱啊我也想赚
177,你必被pua
178,女老板男员工评论区又是一个样子了
179,碧丽提丝_Sub味：这倒是真的
180,我有个问题，你们觉得，一个有工作的人，她工作的时候，还是个人吗？
181,草
182,别打了别打了
183,评论里的共情对象也太奇怪
184,我人傻了 女性有什么天然优势啊？
185,笑死了 以为站在资本家那一边就会被资本家青睐吗？只会被资本家认为是好愚弄的傻子罢了。。。。
186,笑死了 以为站在资本家那一边就会被资本家青睐吗？只会被资本家认为是好愚弄的傻子罢了
187,有些人所谓的中立就是受害人如果不是清清白白的完美受害人，那她就没资格维权。
188,啊？
189,只看到嘴硬，连最基本的尊重都没。
190,学会发声拒绝
191,我站中立，老板有老板的立场，想解约就以解约的方式来解决，不要开会偷录音，这种本是属于公司内部事务，拿出来放网上真不应该，无论哪个单位哪个公司，真要是关上门说的事，都不可能能拿出来说
192,你会被骂，明显这个男的都在骂yamy了把yamy骂的很惨
193,在韩国艺人在财阀眼里连商品都算不上 中国环境够好了
194,确实，现在事实都不清楚，就有一批人觉得自己看透了真相。
195,洁宝惹你啦？
196,那不挺好 自己开工作室
197,
198,
199,不管Yamy是因为这段录音想解约，还是说一直想解约，还是刚好得到录音找到解约的理由。这些和你羞辱人家是两码事好吗？还有，如果公司真的为她着想给她安排的稳稳当当，人家为啥一直想要解约？还不是因为你公司垃圾么，心里没点数还在那说人家蓄谋已久怎么不说你自己不争气留不住人呢
200,把公司会议录音泄露出去真的缺乏职业道德！
201,@松果and
202,可以说这个英文字母的女艺人应该是在娱乐圈走到了头吧。谁也不想要一个报复炸弹💣 。
203,评论被公关了吧
204,不好意思，以我的本事还没遇到。
205,艺人本来就是一份特殊的职业，也是特殊的商品，公司对自家商品进行评估和研究，我觉得正常不过，公司错是错在没有意识艺人是特殊商品，需要加以特殊的处理，比如尊重。
206,"说实在的我也不喜欢yamy公开录音的方式,引起舆论让大家跟风跑.谁没被背后说过坏话啊😂😂都要去撕逼的话,不早爆发第三次世界大战了..人家的想法是人家的,跟自己也没多大关系.我就不信在座的没评论过别人的长相,没被老板骂过.以为这个世界都像童话世界那么美好呢?"
207,他道歉我觉得是对的 但是我觉得公司会议录音有点恐怖 虽然只放了一部分出来 但万一有人把公司一些录音泄露了 对家公司知道了 还是很恐怖的 辱骂人也不对
208,徐：我是pua，我骄傲，就骄傲了怎么地
209,说实话，除了出轨会让我上去就骂以外，其他的事情真的不在不知道事情全貌的时候评论了，尤其是看了怪你过分美丽之后，舆论这种东西谁造势大谁就赢了
210,支持你，虽然我不占他俩。但是公司内部会议录音还fachulai就太过分了
211,那就祝圣母们以后也在职场上遇到这种老板＋一群看热闹背后笑你的同事们吧
212,职场会议上搞这种事好意思吗，他有本事当着面骂啊，看会不会鱼死网破
213,保持中立！感觉女方也不是小白兔
214,@米卡鱼 她是态度，是酷的路线，这个我很赞同
215,@穿肚兜的大魔王 我还算头脑清晰
216,我寻思着被评价长相也不是女性独有劣势吧，男艺人也会被议论长相和实力啊
217,开始洗白了不是
218,只能说没有进入过资本圈是真的想象不到他们看问题的角度。年纪大了非常信奉一句话：人家不一定是错的，在人家的世界里可能风生水起呢，只是跟我不是一类人罢了
219,一个女明星被讨论身材长相不是很正常的嘛。而且我真心是觉得她不太好看。
220,@莫惧倥偬- 啧
221,莫惧倥偬-：两败俱伤罢了 yamy爆出录音也是不对的 毕竟这种内部会议都是保密的 她这样做 在职场上也不合适
222,是啊，为什么要被当抢使，理性的做个看客吧。
223,中立
224,这女的确实不漂亮啊
225,微博还是没出社会的小朋友多 别的不敢说 以后没几个人敢跟她打交道了吧 正常私下聊天都得防一手录音了
226,看着最上面的评论，我在想是不是公关找人刷啊，像完美关系一样。哈哈 保持吃瓜。
227,我也……（所谓粉丝不要杠我杠就是你对）
228,我觉得你说得对 这就相当于职场呀 职场不是很正常 领导不也天天骂我们录音的那个人估计会被封杀吧
229,一般进入职场因为各种原因被老板骂和私下骂老板都是正常操作，因为各自位置的不同，看问题的角度，当然话语权也不同，从事件看来徐对yamy的定位是没问题的，这点上徐毕竟是阅人无数的看的比yamy准，只是他的方式确实有问题，而yamy小姑娘不简单，爆出来只是找好下家，想利用舆论以最小的代价解约而已
230,李少東大先生：从大众的角度看yamy长相其实也不怎么出众，况且是美女如云的娱乐圈，徐其实说的是事实只是他方式有问题而且言辞激烈有人身攻击的嫌疑，在公司开会中录音这本就是职场大忌，爆出来说实话长远来看弊大于利，因为没有公司会愿意和一个定时炸弹合作，毕竟娱乐公司难免会有一些灰暗面（粉丝别骂我理性吃瓜）
231,我觉得再怎样也不能曝光出来 这样以后她自己在娱乐圈也很难混下去
232,yamy不是好看的那种类型，但是很酷啊
233,我也中立，录音这种东西，可以处理，而且故意录音，又不发全，有录音人故意诱导别人的嫌疑。公共场合评论他人样貌也确实不礼貌。
234,微博上在社会上摸爬滚打超过十年的太少了
235,大家都是有父母的人了。能不能放手吧！你不喜欢干吗要留着啊！我们要的是解约就可以不用道歉了。解约的钱你们谈判啊！
236,其实我等着吃瓜
237,我觉得这女的就不是善类，心机女
238,如果她保护不好录音的人，还会反转的
239,音频不是三月的吗？为什么在四个月后才放出来  难道不是大招已经好了
240,嗯  我想弱弱的问一句  开会的都音频真的是三月份的吗？如果是为什么要等到四个月以后在公布   是不是大招好了   哈哈哈哈哈哈
241,中立还不行了？非得像头脑简单的被利用？
242,俺也中立
243,这个绝对是助理代写
244,真的觉得你很无脑，别人不骂人，你怎么利用“女性天然的优势”？
245,互联网是没有记忆嘛，鸭是皇族这件事还用洗？当时她人气根本没那么高，但自以为很受欢迎，被送出道了才发现现实和自己想的不一样，然后还不搭理人气高的队员。。。吐了呀，老板投资了几千万砸到第五，那时候就对老板没意见了农夫与蛇。。。真的不喜欢她，刘人语李子璇陈意涵人气更高好嘛
246,他之后的路可怎么走啊，这个公司目前有口碑损失，以后艺人怎么走呢
247,徐不让她付
248,是有病吗人家说的中立你在这里阴阳怪气什么呢？
249,都入职，被骂着千万忍着，抑郁了自杀了为止
250,支持你姐妹!我觉得现在好多人都在站队 就完全没有自己思考能力，看到啥就是啥……
251,没有这个公司你也不会红啊😂
252,电视剧看多了？
253,杂食甜心：没上过班吧（正常办公室，不是搬砖）
254,
255,
256,+1  不懂为什么都偏向一边
257,你呢就是出生时候脑子没长全 不会分
258,艺人卖得不就是人设
259,这人讲话的时候怎么不顾及后果？敢做不敢当🙄
260,这不就是老板在背地里说员工坏话被人录下来做舆论解约吗（难道你们都没在背地里被人说过身边其他人的坏话吗甚至恶骂诅咒吗）想解约爽快一点付违约金走人没必要处心积虑的把三个人前偷偷录的事情拿出来炒舆论
261,职场会议本身就不能录音
262,普通人是玩不过资本的
263,+1
264,不是当事人不做评论，还是让他们自己去处理吧，理性吃瓜
265,呵呵，诡辩。不录音，不利用舆论，等着更大的pua么。
266,我觉得徐说的没毛病啊..（艺人这个职业本身就是个特殊职业啊
267,我去，，，评论有一个让层主也遇到的哪个人长得好像这次事件女主哦，好吓人
268,➕1
269,同意。内部会议录音并且外泄是非常严重的问题，yamy也有借助舆论的意思。
270,一场闹剧，最后以解约草草收场，但是双方也都捞不到好，现在站y的艺人们到最后也未必真的能帮到她，这个社会本来就是现实的，尤其娱乐圈，要在娱乐圈生存的，光靠姐妹情深也没用
271,贬低她就是他的不对  素质太低下
272,太正确了 爱了
273,艺人是商品，就活该被侮辱呗
274,理性吃瓜
275,➕1
276,人均精神资本家
277,这次我愿意为yamy当那一把枪😭喜欢她的听过那个录音真的心好痛，更难想象她本人所遭受的打击
278,女性有天然优势吗？还不是女权们一点点争取回来的。
279,我们yamy真的只能赌一把😭不然回那个垃圾公司任人践踏吗？徐别挣扎了公司尽早关了算了……
280,卧槽楼里面好多可怕的人
281,诶呀妈呀终于有条正常的了……舒坦
282,微博nt还是多
283,你被侵犯权益你不会自我保护？？
284,他说啥你就信啊
285,小小的太阳Ydd：回复@超瘦超白小栗晶：不信你跑来吵个毛线啊，不信原主你现在吠
286,超瘦超白小栗晶：回复@小小的太阳Ydd：我说我信了吗，原来不仅傻还瞎
287,小小的太阳Ydd：你不也是别人说啥信啥
288,并没有说不应该，只是在解约这种时间发出来，能不能用用成年人的思维来想事情
289,主要是心智成熟的人一般不追爱豆。
290,q
291,只能说女的刚好想借这事拿观众当刀，都被牵着鼻子走
292,当然不能忍，可以跑路之后再刚，毕竟你的命脉把在别人手里胳膊拧不过大腿，除非你想好了退路，当然咱这行普通人的工作性质跟艺人还不一样，所以他们应该更复杂，不是你想的那么简单
293,老板碰到录音员工也惨
294,Liii1iiii：录音根本没啥，谁不得给自己留点后路，只要不把机密泄露，都不算啥大事
295,这女的怎么样我不知道，这男的不是好东西是肯定的
296,不会
297,没看出这群人对艺术有啥贡献
298,开会是不可以录音的，懂？？？
299,田燚F幼儿园园长：回复@杂食甜心：你以为你是记录员还奋笔疾书
300,杂食甜心：有法律规定吗？平时记录你们都奋笔疾书吗？
301,应了那句话，当浑浊变成常态，清醒就成了罪难道就是因为上下级的关系，现在的社交都这样，就该忍让吗，这本身就是错误的啊。
302,纯路人 我观点是 觉得两边都不是什么好东西。男的侮辱女性这点不对 但女的处心积虑为了解约现在放出开会录音 得到全网同情 又一次掀起微博网暴 网暴自己老板…要知道当时砸钱捧她出道还不是老板和公司吗…
303,“中立”一个词什么意思，懂吧？如果是自己喜欢的爱豆被骂，首先这个前提就是不是“中立”该有的了
304,我中立
305,艺人就是商品
306,加一
307,这个开会录音，聚餐录像，都什么毛病？毕姥爷，冯小刚让女演员跳舞，苏小明…
308,自信点儿，你是正常人，如丧考妣去骂人的简直是太了，
309,都不简单吧……
310,额～瓜吃下来，觉得都对也都不是什么好人
311,
312,我也是这种感觉
313,加我
314,感觉都不是好人，一个没素质？一个心机重？
315,反正老板是🐶🍺实锤
316,这好会啊这文章写的
317,嗐～这件事说明了啥～不要在不知道事情的真相前随风飘扬 
318,他这个会议内容就不是个能录音的内容，录了就算了，放出来不是折腾人？
319,看到评论我真实的震惊了。。。
320,受益终生
321,奶茶配蛋糕
322,很好！嗯，支持，支持
323,谢谢分享，支持下
324,这人是谁？
325,做人一定要真诚
326,做人一定要真成
327,会有机会的。
328,支持不道歉
329,我服了，第一次见把录音说的这么理所当然的
330,一个路过的网友啊：回复@杂食甜心：他这个会议他也说了是谈艺人问题的，要谈很多艺人的毛病和优点，开会之前也特地让人关手机了，结果有人把其中讲某个艺人的话剪辑出来，没头没尾直接放在网上，那特么肯定炸了啊。换谁都炸了啊。
331,杂食甜心：回复@一个路过的网友啊：？？录音都是针对老板的好吗，社畜斗得过老板吗？录音本身不是违法的事，你把公司机密泄露是违法，甲方乙方谈合同的时候也都会录音，开会记录也会开录音，至于这个明星算不算违法那是有法律解决，怎么非得出现个完美受害者才能思考上司pua这个问题呗，这么大的人上网不会客观看待问题吗
332,一个路过的网友啊：回复@杂食甜心：工作三年了哦你在职场碰到会录你音的同事，你受得了？
333,女性天然优势，有毒吧。按录音她老板未必有坏心，可能是想分析yamy的特点，突出她的优势，但是日常但凡碰到这样一个老板，大部分人都不大能接受。就是论事，为什么又扯性别。yamy方有利用舆论是真，但大众也绝不是因为她是女的就偏向她的。
334,不到真相大白，永远没有对错人总是会第一时间同情弱者，会被带偏的，比如那个苟晶打脸成啥样啊
335,为什么三月份的录音现在才公开
336,为了自己解约偷偷录音，细思恐极啊想走学学张雨绮，大大方方的嘛
337,会被骂   哈哈哈
338,别的都不说我就想知道女性的天然优势是啥
339,不会，因为我也中立，娱乐圈反转太多…
340,PUA这个词是不是烂大街了，什么事都冠名PUA
341,吃瓜观望
342,我和你的想法是一样的，毕竟这娱乐圈的水太深了
343,+1
344, 所以啊 现在真的是不敢看一看就随便站对了  
345,+1
346,观望就是给钱了？有啥毛病？
347,说实话 路人感觉Yamy可能也不是啥好东西...
348,水命妍霏：同感，看她的长相就不喜欢，欣赏不来.....
349,矮油，戴什么口罩？不要皿煮不要自由了吗！
350,不站队，但感觉两边都不是善茬
351,我觉得热巴也丑，怎么了
352,我想问一下，像yamy这样直接放录音啥的，虽然现在看着大家都站她这边，但是会不会其他经纪公司或者一些大boss之类的就会很排斥她，反而以后的资源不大好。（只是合理猜测，不站队，杠精勿扰）
353,yamy 敢这么发，要么找好下家了，没有门路相当于把自己的前途给毁了，而且这种类型的录音被爆，她以后的合作对象k可能会缺乏信任，至于老板，资本方的常态了吧
354,我被网上的消息骗多了，不敢轻易站队了，再等等看吧
355,艺人就是商品。
356,谁都不站，昨天看完道歉信，会觉得徐在威胁人，本来倒向了yamy，但今天看完这个，u1s1，徐老板还挺刚，在这种舆论下还能坚持住不道歉，我就觉得中间是不是还有什么我们不知道的？等着走法律途径我觉得会比较好
357,同感…………真的
358,目前为止，一个没遵守职场规则，一个没尊重女性，反正吃瓜中
359,还是请一个侦察队，两边询问吧，这种事总觉得不简单，各有各的理
360,今天跟朋友吃饭，人家搞爱豆的，说这录音被剪过……
361,老理中客了
362,+1
363,真的不懂，老有人精神资本家，精神老板，真的自己被剥削被压迫都不知道嘛
364,也不一定，可能还会说老女人睡不到鸭就急了急了两个一起骂
365,在这个父权社会里，女生有什么天然优势？？
366,开会录音某种程度上犯法了吧……
367,水命妍霏：这种私自录音是没有法律效用的，更何况是剪辑过的
368,犯法了……
369,作呕，你敢说你说的话不是真的？
370,你有被害妄想症？
371,海蓝时见鲸鱼lq：回复@奈良回忆录：在骂我就反弹，死一边去
372,海蓝时见鲸鱼lq：回复@奈良回忆录：嘴巴这么毒这么臭，祝你和她经历一样的事情还感同身受给人卖了还数钱
373,海蓝时见鲸鱼lq：回复@奈良回忆录：另外，死的那个也是你，说我杠的同时你自己不也在抬杠，你又是啥好东西。
374,我站老板会不会很惨
375,诶，我也是这样想的
376,会被骂，但是中立挺好的
377,保持吃瓜
378,@墨鱼爱咬人 中立+1
379,回复@perachaya_yaya那你别来评论我滚呢
380,校长有时候骂老师都跟骂孙子是的。
381,骂你
382,你们之间发生了什么我们不知道，所以作为大众没法说，也不予评价。就录音内容而言，侮辱人是事实，发俩次长篇大论都没有一句道歉。
383,这样看来是那女的不会做人
384,打官司吧
385,而且还自称职场PUA……一副自己很牛逼的样子，不知道在家会不会PUA自己的孩子呢，真的，这人病的太严重了，不仅得看心还得看脑子
386,我.....也...........额。。
387,不这么说怎么给自己洗呀，是我我也不想被曝光啊，脸都丢尽了呢，好，暂且不论这些，不说真假，也不说剪辑了，就单说这两天这人发的东西吧，是不是有人格缺陷太明显了，我想心理医生应该会给你指点迷津的
388,都不是什么善茬。网友真好骗。人家发个东西就出来维护所谓的弱者了。也不想想，如果没有退路，谁会这么刚真天真。瓜都吃累了，看着就烦。（没有认为徐评论长相就是对的意思）
389,疯了吧这群人？？录音怎么就不对了？？yamy就应该被侮辱吗
390,对
391,莫经他人事，莫劝他人善。
392,侮辱人是不对，年轻人做事不顾后果 ，搞得怎么大的事，估计很难有公司敢要她，因为新公司也怕以后会不会被这样搞。
393,吐了，天然优势
394,两边都不是啥好的谁也不信，吃瓜吧
395,看到你这儿我笑了 女性居然有天然优势hhhhhh你在说什么浑话
396,我也中立
397,服了这货！这样解释就是你们继续我不怕你们骂的意思吧？
398,不管怎么说，我觉得那个女团的那个很有问题，虽然这个老板也有问题，私自录音可以告吗
