,0
103,这一跪，耐人寻味，老特看了（你这厮赶紧给我起来，别给老子丢人现眼）警察看了（这事和咱们没关系，都是那个小子一个人干的，求求你代表我们向全国人民谢个罪吧！求求放过我们吧）民众看了（总算有个明白是非的领导人，嘚，手中的选票要不就…）
104,估摸着这个市长是为自个哭的，因为他的城市全乱了
105,为平息矛盾的演出，不然真不知道怎样收场。
106,这一哭，前程似锦，善。
107,美国的社会结构造成的，改也难。原因是：一，个人持枪合法且普遍，使得警察执法时高度紧张，总想着“先发制人”。二，种族歧视偏见，看见黑皮肤就“有罪推定”。三，由于种族偏见和社会阶层固化，黑人家庭陷入了恶性循环，贫穷，失学，失业，犯罪，家庭解体，下一代又如此。
108,这个市长有作秀的嫌疑
109,做表面形式主义文章，不能解决种族歧视固疾。
110,这演得也太过分了吧，简直要让人虎躯一震
111,美国政客真会表演，奥斯卡影帝非你莫属了！
112,这警察威武，看那眼神，还有揣在裤兜里的手，整个动作好轻松
113,明尼阿波利斯可是民主党的地盘，这个弗雷市长从政治主张看是民主党人。
114,让我看看有没眼泪
115,也有可能是因为这个事儿导致美国这么大的动乱，还有川普的总统之位都要不保了，身为共和党人，哭吧哭吧不是罪
116,对于特蓬来说，选举第一，挣钱第一，其它都不是事。
117,啊！你小子可把我们害惨了呀！
118,我怎么感觉哭得那么假啊
119,无法挽回弗洛伊德的生命，不知道特朗普是否会为消除种族隔阂做点实际的事情
120,呵呵😒
121,既使是装的也很必要，可以缓解社会情绪，避免城市遭到更大破坏。
122,演演员不演员，形式不形式究竟做到那块了。
123,蓬佩奥是一个畜生！
124,猫哭耗子
125,也不见特没谱出来在推特上喷两句？
126,可谓好莱坞优秀演员……
127,如果他的死能唤醒人们对种族歧视的认识，唤醒人们对生命的敬畏，那么他的死也是有价值的。愿佛洛伊德在天堂能够看到这一切！愿天堂里生活无忧，愿天堂里都是欢歌笑语，一路走好！
128,感情真深厚啊，还特么哭了，装，接着装
129,所以美国还是没有变化！还是那个德行！
130,黑人社区理应得到公正！
131,"你瞧瞧,美国警察的眼神,美国警察特别坏！"
132,用户6787799887：白种人打心底里，瞧不起其他种族的人
133,表演！
134,丞相非在梦中，君乃在梦中矣
135,共和党都是一群戏精啊，两面三刀。
136,任一18637288066：回复@杨廷枝：在美国，啥党都一样，争权利，都会找对方毛病，都会说漂亮话，看当权后的事实！
137,杨廷枝：这个市长是民主党的
138,Pkintelligence：真是，戏精，虚伪得很
139,也只有白人的个头才能降住黑人，黄种人估计没戏。
140,我感觉是装的
141,御剑踏红尘的微博：上次第一时间发布会他也哭了，感觉知道自己惹事了，果然被炒了
142,钢芯铁钻：不游行，警察一点事没有。
143,麻麻最温柔：装的也得哭啊，怒火压不下去
144,装孙子！
145,替天行道hhw：这个人确实不是装的。
146,蓬佩奥，出来说两句，你个喷子
147,雪花梨：回复@飘一一然：闪闪闪。主子来咯。。这特么是假新闻next
148,飘一一然：狗出来有什么用，主子出来才行
